"age","sex","sex_orient","sex_orient_4_TEXT","gender","gender_4_TEXT","race","poly_identity","rel_status","num_partners","num_partners_3_TEXT","jealousy_proneness_1","jealousy_intensity_1","idealAmbitionBlue","idealAttractBlue","idealIntelBlue","idealSexyBlue","idealKindBlue","idealStatusBlue","idealWealthBlue","idealAmbitionOrange","idealAttractOrange","idealIntelOrange","idealSexyOrange","idealKindOrange","idealStatusOrange","idealWealthOrange","orange_gender","orange_gender._4_TEXT","blue_gender","self_ambition1","self_ambition2","self_intel1","self_intel2","self_kind1","self_kind2","self_attract1","self_attract2","self_finance1","self_finance2","self_sexy1","self_sexy2","self_status1","self_status2","entered_poly","openness_poly","monog_attn","poly_attn","actual_a_ambition1","actual_a_ambition2","actual_a_intel1","actual_a_intel2","actual_a_kind1","actual_a_kind2","actual_a_attract1","actual_a_attract2","actual_a_finance1","actual_a_finance2","actual_a_sexy1","actual_a_sexy2","actual_a_status1","actual_a_status2","actual_a_age","actual_a_gender","actual_a_gender._4_TEXT","actual_b_ambition1","actual_b_ambition2","actual_b_intel1","actual_b_intel2","actual_b_kind1","actual_b_kind2","actual_b_attract1","actual_b_attract2","actual_b_finance1","actual_b_finance2","actual_b_sexy1","actual_b_sexy2","actual_b_status1","actual_b_status2","actual_b_age","actual_b_gender","actual_b_gender._4_TEXT","actual_ambition1","actual_ambition2","actual_intel1","actual_intel2","actual_kind1","actual_kind2","actual_attract1","actual_attract2","actual_finance1","actual_finance2","actual_sexy1","actual_sexy2","actual_status1","actual_status2","actual_partner_age","actual_gender","actual_gender_4_TEXT","textQuality","monog_attn_dup","poly_attn_dup","PIN","raceText","self_ambition","self_intel","self_kind","self_attract","self_finance","self_sexy","self_status","actual_a_ambition","actual_a_intel","actual_a_kind","actual_a_attract","actual_a_finance","actual_a_sexy","actual_a_status","actual_b_ambition","actual_b_intel","actual_b_kind","actual_b_attract","actual_b_finance","actual_b_sexy","actual_b_status","actual_ambition","actual_intel","actual_kind","actual_attract","actual_finance","actual_sexy","actual_status","group"
20,"1","1","",1,"","1","0","5",1,"",2,1,4,10,10,10,2,4,4,4,4,5,4,3,4,2,"1","","1",8,8,6,6,7,7,6,6,5,7,7,8,6,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",7,5,7,5,9,8,9,9,5,6,9,8,1,1,22,"1","",0,FALSE,NA,"7","Asian or Pacific Islander",8,6,7,6,6,7.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,8.5,9,5.5,8.5,1,"partnered_monog"
22,"1","1","",1,"","1","0","5",1,"",2,4,7,5,8,2,7,1,9,0,7,5,7,7,5,0,"1","","1",3,4,7,7,8,6,5,5,7,7,5,4,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",8,7,9,9,8,8,7,6,8,9,6,7,7,6,23,"1","",0,FALSE,NA,"166","Asian or Pacific Islander",3.5,7,7,5,7,4.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,9,8,6.5,8.5,6.5,6.5,"partnered_monog"
29,"0","2","",0,"","6","0","2",1,"",2,4,5,4,5,5,4,5,6,5,6,5,4,6,5,5,"1","","1",7,6,5,5,9,8,5,7,7,6,5,4,6,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",9,9,8,9,7,9,9,10,10,9,10,10,8,8,29,"1","",0,FALSE,NA,"259","White",6.5,5,8.5,6,6.5,4.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8.5,8,9.5,9.5,10,8,"partnered_monog"
20,"0","1","",0,"","2","0","1",NA,"",NA,NA,5,5,5,5,7,1,6,6,7,7,5,5,0,6,"2","","2",5,6,5,6,7,8,3,3,3,6,5,1,6,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"196","Black or African American",5.5,5.5,7.5,3,4.5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
48,"0","1","",0,"","6","0","2",1,"",4,7,0,7,4,7,8,2,6,2,8,5,7,8,2,4,"2","","2",6,4,8,8,5,7,6,7,8,6,8,5,5,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",6,6,5,7,7,6,7,6,9,8,6,6,7,5,51,"2","",0,FALSE,NA,"190","White",5,8,6,6.5,7,6.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6.5,6.5,8.5,6,6,"partnered_monog"
27,"1","1","",1,"","6","0","1",NA,"",NA,NA,3,6,7,7,7,3,3,3,8,7,6,6,2,2,"1","","1",2,1,6,6,4,7,6,5,2,3,5,7,5,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"146","White",1.5,6,5.5,5.5,2.5,6,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
31,"1","1","",1,"","6","0","5",1,"",4,4,6,5,5,5,4,4,4,5,5,4,4,5,8,6,"1","","2",6,5,6,5,7,6,5,5,6,5,6,4,5,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,5,5,5,5,5,5,5,5,5,5,4,5,5,25,"1","",0,FALSE,NA,"21","White",5.5,5.5,6.5,5,5.5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,4.5,5,"partnered_monog"
25,"0","1","",0,"","3","0","4",1,"",3,5,1,8,7,7,7,1,5,2,8,5,7,7,2,3,"2","","2",4,3,5,5,6,6,5,5,2,5,8,9,7,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",8,6,5,5,5,5,8,7,4,6,5,3,7,6,29,"2","",0,FALSE,NA,"133","Hispanic or Latino",3.5,5,6,5,3.5,8.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,5,7.5,5,4,6.5,"partnered_monog"
56,"0","3","",0,"","6","0","2",1,"",4,3,6,10,4,4,4,10,4,4,4,4,4,4,4,4,"1","","2",5,5,5,5,7,10,5,5,0,0,5,0,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,5,5,5,5,5,5,5,5,5,5,5,5,5,56,"2","",0,FALSE,NA,"4","White",5,5,8.5,5,0,2.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,"partnered_monog"
30,"1","3","",1,"","6","0","1",NA,"",NA,NA,5,4,8,4,6,4,2,5,4,7,4,7,5,5,"1","","1",6,4,7,7,5,8,5,2,4,6,6,5,5,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"18","White",5,7,6.5,3.5,5,5.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
34,"1","1","",1,"","6","2","2",1,"",2,3,4,8,5,7,6,3,4,2,6,7,7,5,4,2,"1","","1",4,5,9,9,7,7,6,6,9,9,5,7,7,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",7,7,9,9,7,9,8,7,9,9,8,7,8,7,31,"1","",0,NA,FALSE,"23","White",4.5,9,7,6,9,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,8,7.5,9,7.5,7.5,"NA"
37,"1","1","",1,"","6","0","1",NA,"",NA,NA,3,10,4,1,2,1,3,1,4,10,10,10,1,10,"1","","1",4,4,8,8,6,8,5,4,1,5,2,4,4,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"26","White",4,8,7,4.5,3,3,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
27,"1","1","",1,"","6","0","5",1,"",2,3,0,5,9,5,10,1,5,2,6,7,7,10,2,1,"1","","1",6,6,10,10,9,10,6,2,5,5,7,8,9,9,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",10,10,9,10,5,7,8,9,10,10,9,10,10,9,30,"1","",0,FALSE,NA,"183","White",6,10,9.5,4,5,7.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9.5,6,8.5,10,9.5,9.5,"partnered_monog"
32,"1","1","",1,"","6","0","2",1,"",1,1,7,5,5,6,3,2,7,2,7,5,7,7,2,5,"1","","1",8,9,8,8,5,4,6,4,8,8,5,9,6,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,3,7,5,8,8,8,8,3,3,9,7,5,2,32,"1","",0,FALSE,NA,"61","White",8.5,8,4.5,5,8,7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,8,8,3,8,3.5,"partnered_monog"
29,"1","3","",1,"","6","2","1",NA,"",NA,NA,0,5,5,7,9,2,4,0,9,5,10,8,2,4,"1","","1",3,4,7,5,5,6,6,2,1,6,5,10,3,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"206","White",3.5,6,5.5,4,3.5,7.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
25,"1","1","",1,"","6","0","2",1,"",2,4,2,10,7,8,6,2,2,1,10,6,8,5,1,2,"1","","1",3,2,7,6,3,7,6,4,6,7,2,3,6,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",7,7,6,5,5,4,4,3,3,5,4,1,7,5,26,"1","",0,FALSE,NA,"201","White",2.5,6.5,5,5,6.5,2.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.5,4.5,3.5,4,2.5,6,"partnered_monog"
45,"0","1","",0,"","6","0","2",1,"",3,3,5,5,6,5,5,6,3,5,6,6,6,6,5,1,"2","","2",7,5,5,5,5,10,5,5,1,1,5,2,5,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,3,5,5,5,3,5,5,2,2,5,8,5,5,54,"2","",0,FALSE,NA,"153","White",6,5,7.5,5,1,3.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,2,6.5,5,"partnered_monog"
28,"1","3","",1,"","6","0","1",NA,"",NA,NA,3,8,2,7,7,2,5,3,8,4,7,7,2,5,"1","","1",7,5,7,7,6,8,3,6,3,9,2,10,6,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"129","White",6,7,7,4.5,6,6,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
41,"0","1","",0,"","6","0","2",1,"",3,4,5,5,6,6,7,1,5,5,5,6,6,7,1,5,"2","","2",3,2,7,7,8,7,5,2,4,2,7,8,7,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",7,7,4,7,9,7,6,6,4,8,7,2,7,7,43,"2","",0,FALSE,NA,"94","White",2.5,7,7.5,3.5,3,7.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.5,8,6,6,4.5,7,"partnered_monog"
65,"0","1","",0,"","6","0","2",1,"",2,3,6,8,6,5,5,0,5,9,7,5,4,5,0,5,"2","","2",8,9,7,7,9,8,5,6,8,8,5,5,7,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",4,4,8,8,6,6,5,4,4,3,7,5,7,6,64,"2","",0,FALSE,NA,"126","White",8.5,7,8.5,5.5,8,5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,6,4.5,3.5,6,6.5,"partnered_monog"
26,"1","1","",1,"","2","1","5",1,"",1,1,3,10,6,10,8,9,5,9,10,0,0,0,0,0,"1","","1",5,5,5,5,5,6,6,6,5,5,10,8,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,5,5,7,0,5,10,10,5,5,10,4,5,5,24,"1","",0,NA,FALSE,"75","Black or African American",5,5,5.5,6,5,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,2.5,10,5,7,5,"one_poly"
40,"1","1","",1,"","6","0","2",1,"",1,3,3,10,7,9,6,3,4,1,10,1,10,6,0,0,"1","","1",6,7,9,8,8,9,8,5,8,7,7,10,7,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",4,5,6,5,7,6,8,8,5,5,8,4,5,5,38,"1","",0,FALSE,NA,"267","White",6.5,8.5,8.5,6.5,7.5,8.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,5.5,6.5,8,5,6,5,"partnered_monog"
36,"0","1","",0,"","6","0","2",1,"",1,4,0,5,0,10,10,0,10,0,5,0,10,10,0,10,"2","","2",5,5,5,5,10,10,5,5,0,5,10,10,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,5,5,5,10,10,5,5,0,5,10,10,5,5,39,"2","",0,FALSE,NA,"187","White",5,5,10,5,2.5,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,10,5,2.5,10,5,"partnered_monog"
23,"0","1","",0,"","6","0","4",1,"",3,5,7,6,6,5,7,4,5,4,7,3,7,5,1,3,"1","","2",7,5,6,7,8,9,5,5,5,6,5,7,5,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",8,8,7,7,9,7,6,6,5,7,7,6,5,3,24,"2","",0,FALSE,NA,"121","White",6,6.5,8.5,5,5.5,6,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,8,6,6,6.5,4,"partnered_monog"
44,"0","1","",0,"","6","0","5",1,"",2,1,6,6,6,6,4,4,5,5,6,7,5,3,2,5,"2","","2",8,9,8,8,7,7,7,7,5,5,7,5,6,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",8,9,8,8,7,7,7,7,6,7,8,7,6,6,57,"2","",0,FALSE,NA,"9","White",8.5,8,7,7,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,8,7,7,6.5,7.5,6,"partnered_monog"
22,"0","1","",0,"","6","0","5",1,"",3,5,6,4,7,3,7,3,8,4,9,4,9,2,4,0,"2","","2",7,6,6,7,7,7,5,5,6,5,7,8,7,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",6,6,6,4,7,7,7,7,8,7,7,8,7,8,22,"2","",0,FALSE,NA,"136","White",6.5,6.5,7,5,5.5,7.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,7,7,7.5,7.5,7.5,"partnered_monog"
45,"0","1","",0,"","6","0","5",1,"",6,7,3,0,9,10,10,0,0,2,9,10,10,3,2,2,"2","","2",4,4,10,5,5,5,6,6,4,5,9,8,7,8,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,5,7,6,5,4,8,4,5,6,5,7,5,5,30,"2","",0,FALSE,NA,"223","White",4,7.5,5,6,4.5,8.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6.5,4.5,6,5.5,6,5,"partnered_monog"
32,"0","1","",0,"","6","0","2",1,"",1,7,7,6,8,6,8,4,5,3,5,5,4,6,2,1,"2","","2",6,5,6,6,7,7,4,3,4,4,5,4,6,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",7,7,9,9,10,9,10,9,5,7,5,10,8,7,34,"2","",0,FALSE,NA,"251","White",5.5,6,7,3.5,4,4.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,9.5,9.5,6,7.5,7.5,"partnered_monog"
26,"0","2","",0,"","6","0","1",NA,"",NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"1","","1",5,5,4,4,10,10,8,2,5,5,6,6,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,FALSE,"33","White",5,4,10,5,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
23,"0","3","",0,"","1","0","5",1,"",5,7,0,0,5,5,6,7,4,7,7,7,7,6,6,3,"1","","2",5,5,8,8,7,7,6,9,7,5,9,9,4,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",7,6,7,8,10,9,7,4,7,6,10,10,8,9,23,"2","",0,NA,FALSE,"3","Asian or Pacific Islander",5,8,7,7.5,6,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,7.5,9.5,5.5,6.5,10,8.5,"partnered_monog"
29,"0","1","",0,"","7","0","1",NA,"",NA,NA,5,4,6,5,6,5,4,6,3,4,4,4,7,7,"2","","2",6,6,5,5,5,6,7,5,7,5,5,5,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"73","Prefer not to say",6,5,5.5,6,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
31,"1","1","",1,"","6","0","1",NA,"",NA,NA,5,5,5,6,5,4,6,3,4,5,7,5,7,3,"1","","1",10,10,9,9,9,9,8,7,3,7,8,8,9,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"22","White",10,9,9,7.5,5,8,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
37,"1","1","",1,"","6","0","1",NA,"",NA,NA,0,10,1,1,10,0,10,0,10,7,9,4,4,4,"1","","1",4,0,5,5,5,5,5,5,2,3,5,3,5,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"222","White",2,5,5,5,2.5,4,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
35,"1","1","",1,"","6","0","2",1,"",2,3,3,7,7,5,5,3,5,3,7,7,5,5,3,5,"1","","1",6,5,8,8,5,5,4,3,7,8,5,6,6,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",7,5,6,6,8,8,7,5,4,3,7,2,5,5,35,"1","",0,FALSE,NA,"48","White",5.5,8,5,3.5,7.5,5.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,8,6,3.5,4.5,5,"partnered_monog"
31,"1","1","",1,"","3","0","2",1,"",2,5,0,6,6,10,7,0,6,0,6,6,10,7,0,6,"1","","1",6,6,6,6,5,6,5,6,5,6,10,10,6,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",6,6,6,5,6,6,7,7,5,6,10,10,6,6,28,"1","",0,FALSE,NA,"213","Hispanic or Latino",6,6,5.5,5.5,5.5,10,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5.5,6,7,5.5,10,6,"partnered_monog"
40,"0","1","",0,"","6","0","5",1,"",2,4,5,6,7,5,8,1,6,5,5,6,4,8,1,3,"2","","2",4,3,10,10,7,10,6,3,1,1,5,5,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",7,5,10,9,10,10,7,10,9,5,10,10,5,5,36,"2","",0,FALSE,NA,"224","White",3.5,10,8.5,4.5,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9.5,10,8.5,7,10,5,"partnered_monog"
47,"0","1","",0,"","6","0","2",1,"",5,6,5,6,5,5,6,3,5,1,6,4,7,8,1,8,"2","","2",5,5,7,7,9,9,2,0,5,5,4,2,7,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",10,10,10,10,10,8,10,7,8,8,10,10,10,10,47,"2","",0,FALSE,NA,"280","White",5,7,9,1,5,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,9,8.5,8,10,10,"partnered_monog"
32,"1","1","",1,"","6","0","2",1,"",2,3,5,8,5,6,5,5,4,5,5,5,5,5,4,3,"1","","1",10,10,8,8,5,8,8,9,8,9,9,10,8,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",6,6,7,7,8,8,8,8,8,5,9,9,8,5,29,"1","",0,FALSE,NA,"211","White",10,8,6.5,8.5,8.5,9.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,8,8,6.5,9,6.5,"partnered_monog"
