"age","sex","sex_orient","sex_orient_4_TEXT","gender","gender_4_TEXT","race","poly_identity","rel_status","num_partners","num_partners_3_TEXT","jealousy_proneness_1","jealousy_intensity_1","idealAmbitionBlue","idealAttractBlue","idealIntelBlue","idealSexyBlue","idealKindBlue","idealStatusBlue","idealWealthBlue","idealAmbitionOrange","idealAttractOrange","idealIntelOrange","idealSexyOrange","idealKindOrange","idealStatusOrange","idealWealthOrange","orange_gender","orange_gender._4_TEXT","blue_gender","self_ambition1","self_ambition2","self_intel1","self_intel2","self_kind1","self_kind2","self_attract1","self_attract2","self_finance1","self_finance2","self_sexy1","self_sexy2","self_status1","self_status2","entered_poly","openness_poly","monog_attn","poly_attn","actual_a_ambition1","actual_a_ambition2","actual_a_intel1","actual_a_intel2","actual_a_kind1","actual_a_kind2","actual_a_attract1","actual_a_attract2","actual_a_finance1","actual_a_finance2","actual_a_sexy1","actual_a_sexy2","actual_a_status1","actual_a_status2","actual_a_age","actual_a_gender","actual_a_gender._4_TEXT","actual_b_ambition1","actual_b_ambition2","actual_b_intel1","actual_b_intel2","actual_b_kind1","actual_b_kind2","actual_b_attract1","actual_b_attract2","actual_b_finance1","actual_b_finance2","actual_b_sexy1","actual_b_sexy2","actual_b_status1","actual_b_status2","actual_b_age","actual_b_gender","actual_b_gender._4_TEXT","actual_ambition1","actual_ambition2","actual_intel1","actual_intel2","actual_kind1","actual_kind2","actual_attract1","actual_attract2","actual_finance1","actual_finance2","actual_sexy1","actual_sexy2","actual_status1","actual_status2","actual_partner_age","actual_gender","actual_gender_4_TEXT","monog_attn_dup","poly_attn_dup","PIN","self_ambition","self_intel","self_kind","self_attract","self_finance","self_sexy","self_status","actual_a_ambition","actual_a_intel","actual_a_kind","actual_a_attract","actual_a_finance","actual_a_sexy","actual_a_status","actual_b_ambition","actual_b_intel","actual_b_kind","actual_b_attract","actual_b_finance","actual_b_sexy","actual_b_status","actual_ambition","actual_intel","actual_kind","actual_attract","actual_finance","actual_sexy","actual_status","group"
44,0,1,"",1,"",6,0,5,1,"",2,1,5,5,7,5,5,5,8,5,5,3,5,5,5,2,2,"",2,5,5,8,8,5,5,5,5,2,2,3,2,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,5,4,6,4,5,5,2,2,1,1,5,4,41,2,"",FALSE,NA,"192",5,8,5,5,2,2.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,4.5,5,5,2,1,4.5,"partnered_monog"
36,1,1,"",2,"",6,0,2,1,"",4,5,7,8,7,8,0,0,6,0,5,8,8,0,7,6,1,"",1,8,8,9,9,7,8,8,8,7,7,7,9,7,7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,9,9,9,8,8,9,9,7,7,9,9,35,1,"",FALSE,NA,"280",8,9,7.5,8,7,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,8,9,7,9,"partnered_monog"
19,0,1,"",1,"",2,0,1,NA,"",NA,NA,6,7,0,6,7,3,7,0,7,0,7,7,5,8,2,"",2,8,8,8,6,7,10,7,7,4,5,7,5,10,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",FALSE,NA,"42",8,7,8.5,7,4.5,6,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
32,1,1,"",2,"",6,0,2,1,"",3,6,3,8,3,7,6,3,5,3,7,3,7,7,3,5,1,"",1,3,3,2,2,5,4,3,3,7,3,2,7,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,7,7,7,6,5,6,4,1,7,7,30,1,"",FALSE,NA,"110",3,2,4.5,3,5,4.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,7,6.5,5.5,2.5,7,"partnered_monog"
25,1,1,"",2,"",3,0,1,NA,"",NA,NA,6,6,6,10,6,2,4,2,2,3,5,6,6,6,1,"",1,2,2,6,6,5,6,4,5,3,3,5,8,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",FALSE,NA,"54",2,6,5.5,4.5,3,6.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
33,1,1,"",2,"",6,0,2,1,"",2,4,0,9,8,8,9,0,1,0,9,8,9,8,0,1,1,"",1,6,6,7,7,8,8,7,4,5,5,8,10,5,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,7,4,6,4,10,10,4,5,3,0,5,5,33,1,"",FALSE,NA,"102",6,7,8,5.5,5,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.5,5,10,4.5,1.5,5,"partnered_monog"
48,1,1,"",2,"",6,0,2,1,"",2,3,2,8,2,8,5,4,4,4,7,5,6,5,5,5,1,"",1,4,4,7,7,5,5,5,5,5,5,6,7,6,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,7,6,6,7,6,8,5,4,2,7,6,44,1,"",FALSE,NA,"99",4,7,5,5,5,6.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,6.5,6,6.5,6.5,3,6.5,"partnered_monog"
24,1,1,"",2,"",6,0,1,NA,"",NA,NA,0,10,0,10,10,0,5,0,10,10,0,10,0,5,1,"",1,10,10,8,8,9,9,7,5,5,9,5,7,8,8,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",FALSE,NA,"140",10,8,9,6,7,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
57,0,4,"Asexual",1,"",NA,0,1,NA,"",NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,"",2,4,3,7,7,5,8,2,5,3,5,5,0,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",FALSE,NA,"105",3.5,7,6.5,3.5,4,2.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
33,1,3,"",2,"",6,0,2,2,"",3,3,0,10,7,8,8,1,2,6,10,7,5,3,3,0,1,"",1,7,6,7,7,4,5,6,8,6,6,8,8,5,5,NA,NA,NA,NA,4,4,5,5,4,4,6,6,5,5,2,1,5,5,32,1,"",7,5,7,6,7,8,5,7,4,4,6,9,5,5,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,FALSE,"45",6.5,7,4.5,7,6,8,5,4,5,4,6,5,1.5,5,6,6.5,7.5,6,4,7.5,5,NA,NA,NA,NA,NA,NA,NA,"partnered_monog"
38,1,1,"",2,"",6,0,5,1,"",1,2,5,7,8,3,8,2,2,4,5,6,3,8,4,5,1,"",1,2,1,7,8,3,3,6,4,2,3,6,8,7,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,9,8,6,7,7,6,7,6,7,5,6,6,37,1,"",FALSE,NA,"3",1.5,7.5,3,5,2.5,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.5,6.5,6.5,6.5,6,6,"partnered_monog"
60,1,1,"",2,"",5,0,5,1,"",1,1,0,0,0,0,0,4,10,10,10,4,5,10,10,7,1,"",2,10,10,10,10,10,10,10,10,2,10,10,10,10,10,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,59,1,"",NA,NA,"100",10,10,10,10,6,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,"partnered_monog"
21,0,4,"Queer",1,"",6,0,5,1,"",2,2,8,5,1,4,5,4,5,5,5,5,8,6,4,5,2,"",1,10,10,5,6,7,10,5,5,7,5,7,7,7,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,7,5,5,6,5,7,8,10,6,4,8,8,27,2,"",FALSE,NA,"48",10,5.5,8.5,5,6,7,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,5.5,6,9,5,8,"partnered_monog"
41,0,1,"",1,"",6,0,2,1,"",3,7,5,7,7,8,7,2,7,1,6,5,7,6,0,2,2,"",2,3,3,5,5,6,8,4,5,3,2,5,3,5,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,6,6,5,5,5,5,4,5,6,6,45,2,"",FALSE,NA,"188",3,5,7,4.5,2.5,4,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,5,5,4.5,6,"partnered_monog"
33,1,1,"",2,"",6,0,1,NA,"",NA,NA,0,8,8,8,8,3,0,0,8,8,8,8,3,0,1,"",1,4,3,7,7,6,5,5,4,7,6,5,7,6,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",FALSE,NA,"156",3.5,7,5.5,4.5,6.5,6,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
30,0,1,"",1,"",6,0,5,1,"",1,1,3,4,10,2,8,3,1,2,10,10,5,10,1,1,2,"",2,2,1,5,5,9,8,6,8,0,0,1,2,6,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,9,8,10,10,6,9,1,0,6,6,10,8,42,2,"",FALSE,NA,"144",1.5,5,8.5,7,0,1.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8.5,10,7.5,0.5,6,9,"partnered_monog"
25,1,1,"",2,"",NA,0,1,NA,"",NA,NA,3,10,3,8,2,3,5,3,10,5,6,4,3,5,1,"",1,7,7,7,7,10,10,8,7,6,8,7,8,7,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",FALSE,NA,"20",7,7,10,7.5,7,7.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
29,1,4,"Pan",3,"",NA,0,1,NA,"",NA,NA,7,8,6,8,10,2,2,3,7,7,0,10,0,0,1,"",1,6,4,8,8,9,8,6,6,3,4,6,6,6,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"262",5,8,8.5,6,3.5,6,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
39,1,1,"",2,"",6,0,2,1,"",2,2,2,7,5,5,7,4,3,6,4,8,2,5,2,10,1,"",1,6,6,9,8,7,6,5,5,8,8,5,5,7,7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,10,9,8,7,5,5,9,9,5,4,8,9,40,1,"",FALSE,NA,"19",6,8.5,6.5,5,8,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,9.5,7.5,5,9,4.5,8.5,"partnered_monog"
43,0,1,"",1,"",2,0,2,1,"",5,7,1,0,10,7,10,0,5,5,0,10,7,10,0,5,2,"",2,6,5,7,7,8,8,8,7,5,5,6,7,7,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,5,5,3,5,5,4,6,7,3,5,4,4,49,2,"",FALSE,NA,"282",5.5,7,8,7.5,5,6.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,4,4.5,6.5,4,4,"partnered_monog"
29,1,1,"",2,"",2,0,1,NA,"",NA,NA,5,7,5,5,6,3,4,5,7,5,5,6,3,4,1,"",1,7,7,7,6,7,7,8,6,7,7,8,8,7,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",FALSE,NA,"68",7,6.5,7,7,7,8,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
29,1,1,"",2,"",3,0,4,1,"",4,7,4,7,6,4,6,7,7,4,5,5,3,3,4,5,1,"",1,7,6,8,8,5,5,8,7,7,8,8,5,7,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,9,8,7,8,10,10,10,10,8,7,9,9,31,1,"",NA,FALSE,"62",6.5,8,5,7.5,7.5,6.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8.5,7.5,10,10,7.5,9,"partnered_monog"
54,0,1,"",1,"",6,0,1,NA,"",NA,NA,5,4,5,4,9,1,7,5,5,7,2,9,1,6,2,"",2,5,5,5,6,6,8,4,2,5,5,3,3,5,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",FALSE,NA,"222",5,5.5,7,3,5,3,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
29,0,1,"",1,"",6,0,2,1,"",2,3,0,10,2,10,7,1,2,5,6,5,5,6,4,7,2,"",2,6,6,7,7,5,5,7,6,7,6,4,3,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,7,7,8,6,6,7,7,7,8,4,5,31,2,"",FALSE,NA,"128",6,7,5,6.5,6.5,3.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,6.5,7.5,6,7,7.5,4.5,"partnered_monog"
52,0,1,"",1,"",6,0,5,1,"",2,3,4,5,8,8,7,0,5,4,6,7,8,4,0,4,1,"",2,5,6,8,6,8,7,7,7,3,6,7,5,6,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,7,6,6,6,6,7,3,5,5,6,4,4,25,2,"",FALSE,NA,"216",5.5,7,7.5,7,4.5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,6.5,6,6.5,4,5.5,4,"partnered_monog"
22,1,1,"",2,"",6,0,1,NA,"",NA,NA,4,4,5,2,5,2,10,9,3,9,2,5,1,9,1,"",1,4,6,8,7,4,5,4,3,2,5,2,5,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",FALSE,NA,"154",5,7.5,4.5,3.5,3.5,3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
33,0,1,"",1,"",6,0,2,1,"",2,4,5,7,6,3,6,1,3,5,8,8,1,6,3,8,2,"",2,9,6,8,8,1,2,8,8,8,8,3,2,7,7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,9,8,5,5,7,5,1,1,7,8,3,2,51,2,"",FALSE,NA,"41",7.5,8,1.5,8,8,2.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.5,5,6,1,7.5,2.5,"partnered_monog"
21,1,1,"",2,"",6,0,1,NA,"",NA,NA,8,8,7,5,9,1,5,0,8,1,8,2,6,2,1,"",1,8,9,8,8,8,8,9,7,7,8,8,7,8,7,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",FALSE,NA,"197",8.5,8,8,8,7.5,7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
20,1,1,"",2,"",1,0,5,1,"",2,1,4,10,10,10,2,4,4,4,4,5,4,3,4,2,1,"",1,8,8,6,6,7,7,6,6,5,7,7,8,6,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,7,5,9,8,9,9,5,6,9,8,1,1,22,1,"",FALSE,NA,"113",8,6,7,6,6,7.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,8.5,9,5.5,8.5,1,"partnered_monog"
22,1,1,"",2,"",1,0,5,1,"",2,4,7,5,8,2,7,1,9,0,7,5,7,7,5,0,1,"",1,3,4,7,7,8,6,5,5,7,7,5,4,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,9,9,8,8,7,6,8,9,6,7,7,6,23,1,"",FALSE,NA,"122",3.5,7,7,5,7,4.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,9,8,6.5,8.5,6.5,6.5,"partnered_monog"
29,0,2,"",1,"",6,0,2,1,"",2,4,5,4,5,5,4,5,6,5,6,5,4,6,5,5,1,"",1,7,6,5,5,9,8,5,7,7,6,5,4,6,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,8,9,7,9,9,10,10,9,10,10,8,8,29,1,"",FALSE,NA,"163",6.5,5,8.5,6,6.5,4.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8.5,8,9.5,9.5,10,8,"partnered_monog"
20,0,1,"",1,"",2,0,1,NA,"",NA,NA,5,5,5,5,7,1,6,6,7,7,5,5,0,6,2,"",2,5,6,5,6,7,8,3,3,3,6,5,1,6,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",FALSE,NA,"132",5.5,5.5,7.5,3,4.5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
48,0,1,"",1,"",6,0,2,1,"",4,7,0,7,4,7,8,2,6,2,8,5,7,8,2,4,2,"",2,6,4,8,8,5,7,6,7,8,6,8,5,5,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,7,7,6,7,6,9,8,6,6,7,5,51,2,"",FALSE,NA,"179",5,8,6,6.5,7,6.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6.5,6.5,8.5,6,6,"partnered_monog"
27,1,1,"",2,"",6,0,1,NA,"",NA,NA,3,6,7,7,7,3,3,3,8,7,6,6,2,2,1,"",1,2,1,6,6,4,7,6,5,2,3,5,7,5,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",FALSE,NA,"78",1.5,6,5.5,5.5,2.5,6,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
31,1,1,"",2,"",6,0,5,1,"",4,4,6,5,5,5,4,4,4,5,5,4,4,5,8,6,1,"",2,6,5,6,5,7,6,5,5,6,5,6,4,5,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,4,5,5,25,1,"",FALSE,NA,"98",5.5,5.5,6.5,5,5.5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,4.5,5,"partnered_monog"
25,0,1,"",1,"",3,0,4,1,"",3,5,1,8,7,7,7,1,5,2,8,5,7,7,2,3,2,"",2,4,3,5,5,6,6,5,5,2,5,8,9,7,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,5,5,5,5,8,7,4,6,5,3,7,6,29,2,"",FALSE,NA,"32",3.5,5,6,5,3.5,8.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,5,7.5,5,4,6.5,"partnered_monog"
56,0,3,"",1,"",6,0,2,1,"",4,3,6,10,4,4,4,10,4,4,4,4,4,4,4,4,1,"",2,5,5,5,5,7,10,5,5,0,0,5,0,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,56,2,"",FALSE,NA,"287",5,5,8.5,5,0,2.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,"partnered_monog"
30,1,3,"",2,"",6,0,1,NA,"",NA,NA,5,4,8,4,6,4,2,5,4,7,4,7,5,5,1,"",1,6,4,7,7,5,8,5,2,4,6,6,5,5,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",FALSE,NA,"268",5,7,6.5,3.5,5,5.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
