"age","sex","sex_orient","sex_orient_4_TEXT","gender","gender_3_TEXT","race","poly_identity","rel_status","num_partners","num_partners_3_TEXT","name_partner","name_partner1","name_partner2","idealAmbitionBlue","idealAttractBlue","idealIntelBlue","idealSexyBlue","idealKindBlue","idealStatusBlue","idealWealthBlue","idealAmbitionOrange","idealAttractOrange","idealIntelOrange","idealSexyOrange","idealKindOrange","idealStatusOrange","idealWealthOrange","attncheck9","orange_gender","orange_gender._3_TEXT","blue_gender","blue_gender_3_TEXT","self_ambition1","self_ambition2","attn_check8","self_intel1","self_intel2","self_kind1","self_kind2","self_attract1","self_attract2","self_finance1","self_finance2","self_sexy1","self_sexy2","self_status1","self_status2","soi_partners","soi_oneencounter","soi_shortterm","soi_sexonly_1","soi_casual_agreement_1","soi_longterm_reverse_1","soi_fantasies1","soi_arousal","soi_fantasies2","fin_invest","time_invest","emot_close","roles_blue","roles_orange","actual_a_ambition1","actual_a_ambition2","attn_check10a","actual_a_intel1","actual_a_intel2","actual_a_kind1","actual_a_kind2","actual_a_attract1","actual_a_attract2","actual_a_finance1","actual_a_finance2","actual_a_sexy1","actual_a_sexy2","actual_a_status1","actual_a_status2","actual_a_age","actual_a_gender","actual_a_gender._4_TEXT","actual_b_ambition1","actual_b_ambition2","actual_b_intel1","actual_b_intel2","actual_b_kind1","actual_b_kind2","actual_b_attract1","actual_b_attract2","actual_b_finance1","actual_b_finance2","actual_b_sexy1","actual_b_sexy2","actual_b_status1","actual_b_status2","actual_b_age","actual_b_gender","actual_b_gender._4_TEXT","jealousy_proneness_1","jealousy_intensity_1","jealousy_proneness1_1","jealousy_intensity1_1","jealousy_proneness2_1","jealousy_intensity2_1","jealousy_sexual","jealousy_emotional.","jealousy_sexual1","jealousy_emotional1","jealousy_sexual2","jealous_emotional2","fin_invest_actual","time_invest_actual","emot_close_actual","roles_partnerA","roles_partnerB","actual_ambition1","actual_ambition2","actual_intel1","actual_intel2","actual_kind1","actual_kind2","actual_attract1","actual_attract2","actual_finance1","actual_finance2","actual_sexy1","actual_sexy2","actual_status1","attn_check10b","actual_status2","actual_partner_age","actual_gender","actual_gender_4_TEXT","poly_attn","textQuality","poly_attn_dup","PIN","raceText","self_ambition","self_intel","self_kind","self_attract","self_finance","self_sexy","self_status","actual_a_ambition","actual_a_intel","actual_a_kind","actual_a_attract","actual_a_finance","actual_a_sexy","actual_a_status","actual_b_ambition","actual_b_intel","actual_b_kind","actual_b_attract","actual_b_finance","actual_b_sexy","actual_b_status","actual_ambition","actual_intel","actual_kind","actual_attract","actual_finance","actual_sexy","actual_status","soiBehavior","soi_longtermR","soiAttitude","soiDesire","soiGlobal"
51,"1","2","","1","","2","1","5",2,"","","AJ","AA",1,1,1,5,5,7,7,7,7,5,5,7,6,6,9,"1","","1","",8,8,8,8,9,8,8,7,8,8,8,9,7,8,8,3,2,1,1,1,8,2,2,2,4,4,3,"1,2,3,4,5","1,2,3",8,6,11,7,9,7,7,7,8,8,7,8,7,7,8,49,"2","",7,7,8,8,9,9,9,8,8,8,8,7,8,8,45,"2","",NA,NA,5,6,6,6,NA,NA,4,4,5,5,4,4,3,"1,2,3,4","1,2,3,4,5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","I just wanted to love two peopleat the same time",0,FALSE,"18","Black or African American",8,8.5,8,7.5,8,8,8,7,8,7,7.5,7.5,7.5,7.5,7,8,9,8.5,8,7.5,8,NA,NA,NA,NA,NA,NA,NA,2,2,1.33333333333333,2,1.77777777777778
36,"1","1","","1","","6","1","2",2,"","","YM","MJ",2,7,5,6,6,3,3,6,5,7,3,3,7,7,9,"0","","0","",8,8,8,7,8,7,7,7,7,8,8,7,8,8,8,6,4,4,8,8,1,7,7,7,4,3,3,"1,10","3,5",7,8,11,8,7,5,5,5,5,7,8,2,4,7,7,33,"1","",3,3,3,4,5,7,8,8,3,4,8,8,5,4,28,"1","",NA,NA,4,6,5,5,NA,NA,4,4,4,3,5,5,4,"3,5,9","1,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","I find it to be fun and it prevents the the relationship from becoming boring and possibly splitting up. ",0,FALSE,"31","White",8,7.5,7,7,8,7.5,8,7.5,7.5,5,5,7.5,3,7,3,3.5,6,8,3.5,8,4.5,NA,NA,NA,NA,NA,NA,NA,4.66666666666667,9,8.33333333333333,7,6.66666666666667
47,"0","1","","0","","1","1","2",1,"","rose","","",4,6,3,5,3,6,3,5,3,6,3,6,7,10,9,"0","","0","",5,9,8,7,8,7,6,5,7,5,5,7,5,7,5,3,3,3,4,7,4,3,3,3,6,6,3,"2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,4,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,"","",6,5,6,6,7,6,5,7,6,6,8,5,5,10,5,58,"2","","understanding",0,FALSE,"114","Asian or Pacific Islander",7,7.5,6.5,6,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,6,6.5,6,6,6.5,5,3,6,5.66666666666667,3,3.88888888888889
26,"1","2","","1","","6","1","5",2,"","","JK","YD",2,2,1,2,5,7,7,5,9,3,7,7,8,5,9,"1","","1","",8,8,8,8,9,6,8,7,7,5,7,4,8,9,7,3,4,2,3,7,3,4,4,7,6,4,4,"1,10","2,4,5,6",10,10,11,7,8,6,9,7,7,3,8,6,7,9,5,31,"2","",7,9,8,9,4,8,8,8,10,7,4,7,7,9,29,"2","",NA,NA,5,4,5,5,NA,NA,4,4,3,4,6,6,3,"2,3","1,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","THE BENEFITS",0,FALSE,"145","White",8,8.5,7,7,6,6,8,10,7.5,7.5,7,5.5,6.5,7,8,8.5,6,8,8.5,5.5,8,NA,NA,NA,NA,NA,NA,NA,3,7,5.66666666666667,5,4.55555555555556
35,"1","3","","1","","6","1","2",2,"","","MB","IT",4,9,5,8,4,4,3,4,4,5,4,6,5,5,9,"0","","0","",8,9,8,8,8,8,8,6,7,8,7,7,8,7,7,4,4,2,9,1,1,8,7,8,3,4,2,"1,2","2,3",8,7,11,8,7,8,9,4,4,8,7,4,6,7,6,32,"1","",2,1,3,2,2,6,7,8,1,1,9,9,1,2,28,"1","",NA,NA,4,5,4,6,NA,NA,3,4,5,3,1,4,2,"1,2,3,4,6,10","1,2,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","My marriage is better with an open relationship where we see other people. It causes us to fight less and it makes us happier.",0,FALSE,"72","White",8.5,8,8,6.5,7.5,7.5,7,7.5,7.5,8.5,4,7.5,5,6.5,1.5,2.5,4,7.5,1,9,1.5,NA,NA,NA,NA,NA,NA,NA,3.33333333333333,9,6.33333333333333,7.66666666666667,5.77777777777778
48,"1","1","","1","","2","1","2",1,"","FD","","",6,6,7,6,7,7,6,5,4,3,4,4,3,2,9,"1","","0","",10,10,8,10,10,10,8,9,9,8,9,10,10,10,10,4,2,4,9,6,9,4,5,2,2,2,1,"1","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,4,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,"","",9,10,10,10,10,10,10,10,10,8,10,10,10,10,10,38,"1","","Emotional Connection: I seek polyamory because I believe in the potential for deep emotional connections with multiple people simultaneously. I feel that I have love, affection, and care to give to more than one person.",0,FALSE,"77","Black or African American",10,10,9,9,8.5,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,10,10,10,9,10,10,3.33333333333333,1,5.33333333333333,3.66666666666667,4.11111111111111
28,"1","1","","1","","6","1","1",NA,"","","","",7,8,7,5,6,3,4,2,8,3,3,7,3,4,9,"0","","0","",6,6,8,8,8,7,6,0,1,2,5,1,6,2,3,4,3,7,9,8,3,7,6,7,4,5,4,"1,2,3","3,5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","The need to feel loved and attention, and wanting to have someone always there for me",0,FALSE,"105","White",6,8,6.5,0.5,3.5,3.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66666666666667,7,8,6.66666666666667,6.44444444444444
51,"1","2","","1","","3","1","2",2,"","","ek","gr",6,7,8,7,9,7,7,3,4,2,4,2,2,2,9,"1","","1","",8,5,8,8,8,8,9,7,7,5,7,5,7,8,5,6,4,3,9,9,1,9,8,8,4,2,1,"1,2,3,5,6,9","1,4,10",10,5,11,5,5,8,9,8,7,5,7,7,10,8,8,57,"2","",10,10,5,5,10,10,10,10,5,6,8,10,10,10,35,"2","",NA,NA,5,7,5,6,NA,NA,4,5,4,4,4,2,1,"1,2,3,5,9,10","1,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","I guess just for fun at the beginning . But now is more affection to both partners.",0,FALSE,"86","Hispanic or Latino",6.5,8,8.5,7,6,6,6.5,7.5,5,8.5,7.5,6,8.5,8,10,5,10,10,5.5,9,10,NA,NA,NA,NA,NA,NA,NA,4.33333333333333,9,9,8.33333333333333,7.22222222222222
69,"0","1","","0","","6","1","2",2,"","","kc","aj",7,7,8,9,5,4,4,8,4,6,4,1,2,1,9,"1","","1","",7,7,8,7,7,7,8,8,8,7,8,8,8,8,7,2,3,3,6,5,5,4,5,3,4,4,3,"1","1",7,7,11,7,8,8,7,7,7,8,7,8,7,7,8,70,"2","",7,8,8,7,6,7,8,7,8,8,6,8,7,8,65,"2","",NA,NA,5,5,4,4,NA,NA,4,3,3,3,4,4,3,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","amazing sex life",0,FALSE,"1","White",7,7,7.5,8,7.5,8,7.5,7,7.5,7.5,7,7.5,7.5,7.5,7.5,7.5,6.5,7.5,8,7,7.5,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,5,5.33333333333333,4,4
43,"0","3","","1","","6","1","5",2,"","","cm","lf",5,7,6,8,5,5,5,3,3,4,4,5,5,5,9,"1","","1","",7,8,8,7,8,7,7,7,7,8,8,8,7,7,8,3,3,3,7,6,7,3,3,4,5,5,3,"1","1",7,8,11,7,7,6,7,7,6,7,6,6,7,7,7,45,"2","",7,7,7,8,8,8,8,8,9,9,8,7,7,7,43,"2","",NA,NA,5,5,5,4,NA,NA,3,3,3,3,4,4,3,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","great and good sexual relations",0,FALSE,"166","White",7.5,7.5,7,7,8,7.5,7.5,7.5,7,6.5,6.5,6.5,6.5,7,7,7.5,8,8,9,7.5,7,NA,NA,NA,NA,NA,NA,NA,3,3,5.33333333333333,3.33333333333333,3.88888888888889
56,"0","1","","0","","6","1","1",NA,"","","","",6,5,5,6,5,6,6,4,5,5,4,4,3,6,9,"1","","1","",6,8,8,6,8,7,6,6,7,5,6,6,7,7,6,3,5,4,6,5,4,3,3,3,3,3,2,"1,2,3,4,5,6,9,10","1,2,4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","it'd be fun to try",0,FALSE,"150","White",7,7,6.5,6.5,5.5,6.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5.66666666666667,3,4.22222222222222
38,"0","1","","0","","6","1","1",NA,"","","","",3,10,2,6,6,1,6,1,10,8,6,6,2,3,9,"1","","1","",7,5,8,5,5,10,9,5,5,7,6,7,8,8,7,5,1,1,8,6,5,2,3,2,4,4,3,"1,2,3,4,5,9,10","1,2,3,4,5,9,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","More stability, more love",0,FALSE,"128","White",6,5,9.5,5,6.5,7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33333333333333,5,6.33333333333333,2.33333333333333,3.66666666666667
33,"0","1","","0","","6","1","2",1,"","JW","","",4,5,8,1,8,6,6,4,5,8,1,7,5,2,9,"1","","1","",3,3,8,6,6,5,4,6,7,3,2,2,2,5,4,2,1,1,8,1,9,3,2,1,4,4,3,"2,4,9,10","2,4,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",2,4,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,"","",6,6,6,6,6,8,7,5,5,6,5,9,8,10,7,35,"2","","I think that you can love multiple people at once and that every relationship is different and brings something different to the table. I think jealousy can control people and make them act irrationally. As long as everyone consents and is knowledgeable, there is nothing wrong with polyamory. I also think that you shouldn't expect just one person to fulfill all of your needs. I am definitely more prone to emotionally falling in love and I'm not really interested in sexual love very much, so this is a way for my partner to fulfill his needs as well. ",0,FALSE,"133","White",3,6,4.5,6.5,2.5,2,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,7,6,5.5,7,7.5,1.33333333333333,1,3.33333333333333,2,2.22222222222222
59,"1","1","","1","","2","1","2",2,"","","C.N","P.F",5,8,5,9,5,4,5,3,5,3,8,3,3,4,9,"0","","0","",7,8,8,8,7,7,7,7,6,8,6,9,9,7,7,4,5,4,5,7,2,7,4,4,2,2,1,"1,2,3,4,5,9","1,10",7,6,11,8,8,8,9,9,8,7,7,7,7,8,7,48,"1","",5,5,5,6,5,6,6,7,4,4,10,10,6,5,38,"1","",NA,NA,7,7,4,4,NA,NA,5,5,3,3,2,2,1,"1,2,3,4,9","1,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","to satisfy my sexual desires",0,FALSE,"20","Black or African American",7.5,7.5,7,6.5,7,9,7,6.5,8,8.5,8.5,7,7,7.5,5,5.5,5.5,6.5,4,10,5.5,NA,NA,NA,NA,NA,NA,NA,4.33333333333333,8,6.66666666666667,5,5.33333333333333
48,"1","1","","1","","6","1","2",2,"","","BD","LG",2,9,4,9,4,6,5,7,7,6,6,1,1,3,9,"0","","0","",8,8,8,8,8,5,5,7,8,8,8,8,8,6,7,4,3,8,9,9,3,7,5,6,5,3,2,"1,4,10","6",5,6,11,4,4,6,5,7,7,3,4,1,1,5,5,46,"1","",7,7,7,8,6,8,6,6,7,7,8,8,6,6,49,"1","",NA,NA,3,3,5,4,NA,NA,2,1,2,1,2,2,4,"6","1,4,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Marriage to BD eroded to the point of being roommates and coparents.",0,FALSE,"153","White",8,8,5,7.5,8,8,6.5,5.5,4,5.5,7,3.5,1,5,7,7.5,7,6,7,8,6,NA,NA,NA,NA,NA,NA,NA,5,7,8.33333333333333,6,6.44444444444444
40,"0","3","","0","","6","1","2",1,"","jp","","",5,5,5,7,7,2,5,5,4,5,7,6,2,5,9,"1","","0","",6,6,8,5,5,5,5,5,4,6,6,4,5,4,4,2,3,3,9,3,6,4,4,2,4,3,2,"1,2,3,4,5,6,9,10","1,2,3,4,5,6,9,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",4,5,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,"","",3,3,5,4,3,4,5,4,4,3,5,5,4,10,3,50,"2","","A longing for community and support that would allow me to have my needs met by multiple people vs. depending on one person. ",0,FALSE,"107","White",6,5,5,4.5,6,4.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.5,3.5,4.5,3.5,5,3.5,2.66666666666667,4,5.33333333333333,3.33333333333333,3.77777777777778
25,"1","1","","1","","6","1","5",2,"","","kb","ss",4,7,7,4,4,5,3,4,8,8,3,4,3,6,9,"0","","0","",7,8,8,6,7,7,7,6,5,3,3,8,7,6,5,5,2,3,9,8,1,2,3,3,4,5,3,"1,10","1,10",5,4,11,5,5,5,4,5,6,3,4,6,6,3,5,24,"1","",6,6,7,6,7,7,7,6,5,6,7,7,6,5,23,"1","",NA,NA,3,3,3,4,NA,NA,2,3,2,3,4,4,3,"1,10","1,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","because i feel like i want freedom and not limit myself to one other human bieng ",0,FALSE,"98","White",7.5,6.5,7,5.5,3,7.5,5.5,4.5,5,4.5,5.5,3.5,6,4,6,6.5,7,6.5,5.5,7,5.5,NA,NA,NA,NA,NA,NA,NA,3.33333333333333,9,8.66666666666667,2.66666666666667,4.88888888888889
44,"1","1","","1","","6","1","5",2,"","","SS","SH",0,8,7,8,9,0,0,1,9,8,9,10,1,0,9,"0","","0","",6,1,8,9,9,7,7,5,5,5,4,8,7,7,7,4,3,3,9,9,1,9,8,8,4,5,3,"1,2,4,9","1,2,4,9,10",1,1,11,7,6,6,7,6,2,6,0,8,2,6,1,35,"3","",5,4,6,5,4,6,5,1,3,4,8,8,6,6,35,"1","",NA,NA,2,1,1,1,NA,NA,2,4,2,2,2,2,2,"2,3,4,5,9,10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Dissatisfaction with monogamy",0,FALSE,"92","White",3.5,9,7,5,4.5,7.5,7,1,6.5,6.5,4,3,5,3.5,4.5,5.5,5,3,3.5,8,6,NA,NA,NA,NA,NA,NA,NA,3.33333333333333,9,9,8.33333333333333,6.88888888888889
32,"0","1","","0","","2","1","2",2,"","","PB","IM",5,5,5,5,5,2,4,5,3,6,7,6,6,6,9,"1","","1","",4,4,8,8,8,3,4,7,8,5,7,5,4,6,6,2,1,1,8,1,5,2,1,1,2,6,4,"1,3,5,9","1,2,4,10",4,6,11,4,5,5,4,7,6,5,5,6,7,5,5,34,"2","",7,6,7,7,8,8,7,7,8,9,8,9,9,8,36,"2","",NA,NA,2,5,2,3,NA,NA,2,1,2,2,1,6,5,"1,3,5,9","1,2,3,4,5,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","The desire to explore the fulfillment of needs that my primary partner is not interested in participating in. They also feel the need to explore other partners.",0,FALSE,"110","Black or African American",4,8,3.5,7.5,6,4.5,6,5,4.5,4.5,6.5,5,6.5,5,6.5,7,8,7,8.5,8.5,8.5,NA,NA,NA,NA,NA,NA,NA,1.33333333333333,5,4.66666666666667,1.33333333333333,2.44444444444444
29,"0","1","","0","","1,2","1","1",NA,"","","","",0,0,2,1,1,4,10,8,8,5,8,8,5,10,9,"1","","1","",5,5,8,6,6,4,5,8,4,4,5,5,0,5,7,2,2,2,9,9,3,2,2,2,7,7,5,"10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","how i feel",0,FALSE,"10","Multi-racial",5,6,4.5,6,4.5,2.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,8.33333333333333,2,4.11111111111111
30,"1","1","","1","","2","1","1",NA,"","","","",3,5,7,8,8,4,3,6,4,4,6,6,2,4,9,"0","","0","",8,9,8,9,9,9,9,6,6,6,8,6,7,7,6,3,3,1,4,3,6,2,2,2,4,4,3,"1,2,3,4,5,6,9,10","1,2,3,4,5,6,9,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","I like being an honest person and feel this what was best for me ",0,FALSE,"101","Black or African American",8.5,9,9,6,7,6.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33333333333333,4,3.66666666666667,2,2.66666666666667
36,"1","1","","1","","6","1","5",1,"","Jn","","",6,8,7,6,6,7,6,4,4,3,3,2,3,5,9,"0","","1","",8,5,8,6,6,6,7,5,7,7,7,8,7,7,6,2,1,6,2,2,8,1,1,1,4,4,3,"1,2,3,4,5,6,9,10","1,2,3,4,5,6,9,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",7,7,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,"","",5,2,3,6,5,6,7,8,2,3,8,8,4,10,5,33,"1","","I love her lol",0,FALSE,"184","White",6.5,6,6.5,6,7,7.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,4.5,5.5,7.5,2.5,8,4.5,3,2,2,1,2
64,"1","2","","1","","6","1","1",NA,"","","","",5,6,5,5,5,3,6,5,6,5,5,5,3,6,9,"1","","1","",6,5,8,5,5,6,7,5,6,4,3,5,6,7,7,6,6,6,9,9,1,9,6,7,4,4,3,"1,2,3,4,5,9,10","1,2,3,4,5,9,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","I'd be motivated upon meeting two or more people who fit my criteria for such and of course it would have to be mutually agreeable between us.  Relationships take many forms.",0,FALSE,"154","White",5.5,5,6.5,5.5,3.5,5.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,9,7.33333333333333,7.44444444444444
30,"0","3","","0","","6","1","4",1,"","LL","","",5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,"1","","0","",3,4,8,5,5,5,6,7,4,2,3,5,6,4,3,2,1,1,8,5,6,3,3,3,4,5,3,"1,2,4,10","1,2,3,4,6,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",3,1,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,"","",6,6,5,5,6,7,4,5,6,5,5,3,5,10,5,30,"2","","I understand that human's weren't meant to ""mate-for-life"", a person can never find everything they want in a single person. I enjoy being able to date other's along with my primary as it gives a sense of fulfillment rather than a settlement.",0,FALSE,"35","White",3.5,5,5.5,5.5,2.5,5.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6.5,4.5,5.5,4,5,1.33333333333333,4,5.66666666666667,3,3.33333333333333
28,"1","1","","1","","2","1","5",3,"4","","TH","KH",9,9,7,5,5,6,6,5,3,4,4,4,2,1,9,"0","","0","",10,10,8,9,10,10,9,10,10,10,9,9,9,10,10,5,5,9,9,9,2,5,6,5,5,5,4,"1,3,5,10","1,2,3,4,5,6,9,10",6,7,11,6,7,7,5,7,7,7,6,7,7,5,7,20,"1","",8,6,7,7,6,7,8,8,7,7,7,7,7,7,22,"1","",NA,NA,4,3,3,3,NA,NA,3,3,3,3,5,5,4,"1,3,10","1,2,3,4,5,6,9,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","It was my girlfriends idea.",0,FALSE,"138","Black or African American",10,9.5,9.5,10,9.5,9,10,6.5,6.5,6,7,6.5,7,6,7,7,6.5,8,7,7,7,NA,NA,NA,NA,NA,NA,NA,6.33333333333333,8,8.66666666666667,5.33333333333333,6.77777777777778
48,"1","1","","1","","6","1","2",2,"","","KB","TB",0,0,4,10,7,0,0,0,9,8,10,9,4,9,9,"0","","0","",10,9,8,10,10,9,10,7,7,9,9,10,10,9,9,6,4,3,8,2,2,7,5,5,4,6,4,"1","1,2,3,4,9,10",9,9,11,10,9,9,9,9,9,9,9,9,9,9,9,35,"1","",2,2,3,5,3,3,3,2,2,1,5,2,3,2,40,"1","",NA,NA,4,4,4,2,NA,NA,3,4,3,2,2,2,2,"1,2,3,4,9,10","1,4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Sex drive.",0,FALSE,"95","White",9.5,10,9.5,7,9,10,9,9,9.5,9,9,9,9,9,2,4,3,2.5,1.5,3.5,2.5,NA,NA,NA,NA,NA,NA,NA,4.33333333333333,8,6,5.66666666666667,5.33333333333333
32,"1","3","","1","","6","1","1",NA,"","","","",3,5,6,6,6,4,6,3,5,6,5,6,3,6,9,"0","","2","",0,0,8,7,7,7,7,7,3,2,4,6,5,5,5,1,6,7,9,9,1,3,3,2,4,4,3,"1,2,3,4,5,9,10","1,2,3,4,5,9,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","It's just easier in the modern world",0,FALSE,"42","White",0,7,7,5,3,5.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66666666666667,9,9,2.66666666666667,5.44444444444444
